id,name,item_type,category,parent_company,ultimate_parent,ownership_type,ticker_or_jurisdiction,is_surprising_or_subterfuge,subterfuge_details,top_10_percent_enrichment_pct,ethical_swap_recommendation
terrapin-luau-krunkles-passion-orange-guava-ipa,Terrapin Luau Krunkles Passion Orange Guava IPA,product,"Beer, Wine & Spirits",Molson Coors,Molson Coors Beverage Company,Public Conglomerate,NYSE: TAP,True,"Product of Terrapin Beer Co., owned by Molson Coors. Athens, Georgia craft brewery; acquired in full by Molson Coors in 2016 through its craft division Tenth and Blake.",90.0,Creature Comforts Brewing / SweetWater Brewing / Local Southern Independent Breweries
lagunitas-brewing-company,Lagunitas Brewing Company,brand,"Beer, Wine & Spirits",Heineken N.V.,Heineken N.V.,Public Conglomerate (Heineken Holding),Euronext: HEIA,True,Counter-culture Petaluma brewing icon; founder Tony Magee sold 50% in 2015 and the remaining 50% in 2017 to Dutch multinational Heineken N.V.,89.0,Bear Republic Brewing / Russian River Brewing Company / Sierra Nevada Brewing
lagunitas-ipa-india-pale-ale-6-pack-bottles,Lagunitas IPA India Pale Ale 6-Pack Bottles,product,"Beer, Wine & Spirits",Heineken N.V.,Heineken N.V.,Public Conglomerate (Heineken Holding),Euronext: HEIA,True,"Product of Lagunitas Brewing Company, owned by Heineken N.V.. Counter-culture Petaluma brewing icon; founder Tony Magee sold 50% in 2015 and the remaining 50% in 2017 to Dutch multinational Heineken N.V.",89.0,Bear Republic Brewing / Russian River Brewing Company / Sierra Nevada Brewing
lagunitas-a-little-sumpin-sumpin-ale,Lagunitas A Little Sumpin' Sumpin' Ale,product,"Beer, Wine & Spirits",Heineken N.V.,Heineken N.V.,Public Conglomerate (Heineken Holding),Euronext: HEIA,True,"Product of Lagunitas Brewing Company, owned by Heineken N.V.. Counter-culture Petaluma brewing icon; founder Tony Magee sold 50% in 2015 and the remaining 50% in 2017 to Dutch multinational Heineken N.V.",89.0,Bear Republic Brewing / Russian River Brewing Company / Sierra Nevada Brewing
lagunitas-daytime-low-calorie-ipa-cans,Lagunitas Daytime Low Calorie IPA Cans,product,"Beer, Wine & Spirits",Heineken N.V.,Heineken N.V.,Public Conglomerate (Heineken Holding),Euronext: HEIA,True,"Product of Lagunitas Brewing Company, owned by Heineken N.V.. Counter-culture Petaluma brewing icon; founder Tony Magee sold 50% in 2015 and the remaining 50% in 2017 to Dutch multinational Heineken N.V.",89.0,Bear Republic Brewing / Russian River Brewing Company / Sierra Nevada Brewing
lagunitas-ipna-non-alcoholic-ipa,Lagunitas IPNA Non-Alcoholic IPA,product,"Beer, Wine & Spirits",Heineken N.V.,Heineken N.V.,Public Conglomerate (Heineken Holding),Euronext: HEIA,True,"Product of Lagunitas Brewing Company, owned by Heineken N.V.. Counter-culture Petaluma brewing icon; founder Tony Magee sold 50% in 2015 and the remaining 50% in 2017 to Dutch multinational Heineken N.V.",89.0,Bear Republic Brewing / Russian River Brewing Company / Sierra Nevada Brewing
ray-ban,Ray-Ban,brand,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,Originally created by Bausch & Lomb; bought by Italian eyewear monopoly Luxottica in 1999. Prices inflated from $30 military surplus into $180-$300 fashion items.,95.0,American Optical (Independent Heritage USA) / Randolph Engineering / Shuron Ltd
ray-ban-classic-wayfarer-polarized-sunglasses,Ray-Ban Classic Wayfarer Polarized Sunglasses,product,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Ray-Ban, owned by EssilorLuxottica. Originally created by Bausch & Lomb; bought by Italian eyewear monopoly Luxottica in 1999. Prices inflated from $30 military surplus into $180-$300 fashion items.",95.0,American Optical (Independent Heritage USA) / Randolph Engineering / Shuron Ltd
ray-ban-classic-aviator-large-metal-gold-frame-sunglasses,Ray-Ban Classic Aviator Large Metal Gold Frame Sunglasses,product,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Ray-Ban, owned by EssilorLuxottica. Originally created by Bausch & Lomb; bought by Italian eyewear monopoly Luxottica in 1999. Prices inflated from $30 military surplus into $180-$300 fashion items.",95.0,American Optical (Independent Heritage USA) / Randolph Engineering / Shuron Ltd
ray-ban-clubmaster-classic-browline-sunglasses,Ray-Ban Clubmaster Classic Browline Sunglasses,product,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Ray-Ban, owned by EssilorLuxottica. Originally created by Bausch & Lomb; bought by Italian eyewear monopoly Luxottica in 1999. Prices inflated from $30 military surplus into $180-$300 fashion items.",95.0,American Optical (Independent Heritage USA) / Randolph Engineering / Shuron Ltd
ray-ban-round-metal-g-15-green-lens-sunglasses,Ray-Ban Round Metal G-15 Green Lens Sunglasses,product,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Ray-Ban, owned by EssilorLuxottica. Originally created by Bausch & Lomb; bought by Italian eyewear monopoly Luxottica in 1999. Prices inflated from $30 military surplus into $180-$300 fashion items.",95.0,American Optical (Independent Heritage USA) / Randolph Engineering / Shuron Ltd
oakley,Oakley,brand,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"When Oakley resisted Luxottica's retail wholesale terms in the 2000s, Luxottica dropped Oakley from Sunglass Hut; Oakley's stock plunged and Luxottica swallowed it for $2.1B in 2007.",95.0,Roka Sports / Smith Optics / Rudy Project (Independent Performance)
oakley-holbrook-square-sunglasses-matte-black-prizm,Oakley Holbrook Square Sunglasses Matte Black Prizm,product,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Oakley, owned by EssilorLuxottica. When Oakley resisted Luxottica's retail wholesale terms in the 2000s, Luxottica dropped Oakley from Sunglass Hut; Oakley's stock plunged and Luxottica swallowed it for $2.1B in 2007.",95.0,Roka Sports / Smith Optics / Rudy Project (Independent Performance)
oakley-gascan-rectangular-sunglasses,Oakley Gascan Rectangular Sunglasses,product,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Oakley, owned by EssilorLuxottica. When Oakley resisted Luxottica's retail wholesale terms in the 2000s, Luxottica dropped Oakley from Sunglass Hut; Oakley's stock plunged and Luxottica swallowed it for $2.1B in 2007.",95.0,Roka Sports / Smith Optics / Rudy Project (Independent Performance)
oakley-radar-ev-path-sport-sunglasses,Oakley Radar EV Path Sport Sunglasses,product,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Oakley, owned by EssilorLuxottica. When Oakley resisted Luxottica's retail wholesale terms in the 2000s, Luxottica dropped Oakley from Sunglass Hut; Oakley's stock plunged and Luxottica swallowed it for $2.1B in 2007.",95.0,Roka Sports / Smith Optics / Rudy Project (Independent Performance)
oakley-flak-20-xl-sunglasses-prizm-golf,Oakley Flak 2.0 XL Sunglasses Prizm Golf,product,"Apparel, Footwear & Accessories",EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Oakley, owned by EssilorLuxottica. When Oakley resisted Luxottica's retail wholesale terms in the 2000s, Luxottica dropped Oakley from Sunglass Hut; Oakley's stock plunged and Luxottica swallowed it for $2.1B in 2007.",95.0,Roka Sports / Smith Optics / Rudy Project (Independent Performance)
lenscrafters,LensCrafters,brand,Retail & Local Services,EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,Largest optical retail chain in the US; owned by Luxottica to control eye exam appointments and funnel patients directly into Luxottica-manufactured frames.,95.0,Independent Local Optometrists & Independent Frame Artisans
lenscrafters-comprehensive-eye-exam-prescription-fitting,LensCrafters Comprehensive Eye Exam & Prescription Fitting,product,Retail & Local Services,EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of LensCrafters, owned by EssilorLuxottica. Largest optical retail chain in the US; owned by Luxottica to control eye exam appointments and funnel patients directly into Luxottica-manufactured frames.",95.0,Independent Local Optometrists & Independent Frame Artisans
lenscrafters-digital-progressive-lenses-with-anti-reflective-coating,LensCrafters Digital Progressive Lenses with Anti-Reflective Coating,product,Retail & Local Services,EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of LensCrafters, owned by EssilorLuxottica. Largest optical retail chain in the US; owned by Luxottica to control eye exam appointments and funnel patients directly into Luxottica-manufactured frames.",95.0,Independent Local Optometrists & Independent Frame Artisans
pearle-vision,Pearle Vision,brand,Retail & Local Services,EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,Founded in 1961 by Dr. Stanley Pearle; acquired by Luxottica in 2004 for $540M as part of its retail brick-and-mortar consolidation.,95.0,Local Independent Eye Doctors / Community Health Clinic Optometry
pearle-vision-annual-eye-exam-contact-lens-fitting,Pearle Vision Annual Eye Exam & Contact Lens Fitting,product,Retail & Local Services,EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Pearle Vision, owned by EssilorLuxottica. Founded in 1961 by Dr. Stanley Pearle; acquired by Luxottica in 2004 for $540M as part of its retail brick-and-mortar consolidation.",95.0,Local Independent Eye Doctors / Community Health Clinic Optometry
pearle-vision-single-vision-prescription-eyeglasses,Pearle Vision Single Vision Prescription Eyeglasses,product,Retail & Local Services,EssilorLuxottica,EssilorLuxottica S.A.,Global Optical Monopoly,Euronext: EL,True,"Product of Pearle Vision, owned by EssilorLuxottica. Founded in 1961 by Dr. Stanley Pearle; acquired by Luxottica in 2004 for $540M as part of its retail brick-and-mortar consolidation.",95.0,Local Independent Eye Doctors / Community Health Clinic Optometry
subway,Subway,brand,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,Formerly privately held by DeLuca and Buck families; acquired in 2024 by private equity behemoth Roark Capital for nearly $10 Billion.,96.0,Local Independent Delis / Co-op Sandwich Counters / Jersey Mike's (Franchisee-support)
subway-the-monster-footlong-sub,Subway The Monster Footlong Sub,product,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Product of Subway, owned by Roark Capital (Inspire / Focus Brands). Formerly privately held by DeLuca and Buck families; acquired in 2024 by private equity behemoth Roark Capital for nearly $10 Billion.",96.0,Local Independent Delis / Co-op Sandwich Counters / Jersey Mike's (Franchisee-support)
subway-italian-bmt-sub,Subway Italian B.M.T. Sub,product,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Product of Subway, owned by Roark Capital (Inspire / Focus Brands). Formerly privately held by DeLuca and Buck families; acquired in 2024 by private equity behemoth Roark Capital for nearly $10 Billion.",96.0,Local Independent Delis / Co-op Sandwich Counters / Jersey Mike's (Franchisee-support)
subway-oven-roasted-turkey-footlong-sandwich,Subway Oven Roasted Turkey Footlong Sandwich,product,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Product of Subway, owned by Roark Capital (Inspire / Focus Brands). Formerly privately held by DeLuca and Buck families; acquired in 2024 by private equity behemoth Roark Capital for nearly $10 Billion.",96.0,Local Independent Delis / Co-op Sandwich Counters / Jersey Mike's (Franchisee-support)
dunkin,Dunkin',brand,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"New England working-class coffee icon acquired in 2020 by Roark Capital's Inspire Brands for $11.3 Billion, taking the company private.",96.0,Local Independent Coffee Roasters / Neighborhood Donut Bakeries
dunkin-original-blend-iced-coffee-medium,Dunkin' Original Blend Iced Coffee Medium,product,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Product of Dunkin', owned by Roark Capital (Inspire / Focus Brands). New England working-class coffee icon acquired in 2020 by Roark Capital's Inspire Brands for $11.3 Billion, taking the company private.",96.0,Local Independent Coffee Roasters / Neighborhood Donut Bakeries
dunkin-boston-kreme-glazed-donut,Dunkin' Boston Kreme Glazed Donut,product,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Product of Dunkin', owned by Roark Capital (Inspire / Focus Brands). New England working-class coffee icon acquired in 2020 by Roark Capital's Inspire Brands for $11.3 Billion, taking the company private.",96.0,Local Independent Coffee Roasters / Neighborhood Donut Bakeries
dunkin-bacon-egg-cheese-croissant-sandwich,Dunkin' Bacon Egg & Cheese Croissant Sandwich,product,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Product of Dunkin', owned by Roark Capital (Inspire / Focus Brands). New England working-class coffee icon acquired in 2020 by Roark Capital's Inspire Brands for $11.3 Billion, taking the company private.",96.0,Local Independent Coffee Roasters / Neighborhood Donut Bakeries
dunkin-bagel-bites-stuffed-with-cream-cheese,Dunkin' Bagel Bites Stuffed with Cream Cheese,product,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Product of Dunkin', owned by Roark Capital (Inspire / Focus Brands). New England working-class coffee icon acquired in 2020 by Roark Capital's Inspire Brands for $11.3 Billion, taking the company private.",96.0,Local Independent Coffee Roasters / Neighborhood Donut Bakeries
arbys,Arby's,brand,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Flagship brand of Inspire Brands, the multi-billion-dollar restaurant platform created by private equity firm Roark Capital.",96.0,Local Independent Barbecue Joints & Delicatessens
arbys-classic-roast-beef-sandwich,Arby's Classic Roast Beef Sandwich,product,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Product of Arby's, owned by Roark Capital (Inspire / Focus Brands). Flagship brand of Inspire Brands, the multi-billion-dollar restaurant platform created by private equity firm Roark Capital.",96.0,Local Independent Barbecue Joints & Delicatessens
arbys-curly-fries-large,Arby's Curly Fries Large,product,Fast Food & Dining Chains,Roark Capital (Inspire / Focus Brands),Roark Capital Group,Private Equity Mega-Fund,Private Equity,True,"Product of Arby's, owned by Roark Capital (Inspire / Focus Brands). Flagship brand of Inspire Brands, the multi-billion-dollar restaurant platform created by private equity firm Roark Capital.",96.0,Local Independent Barbecue Joints & Delicatessens
